控制器,物理CAN,作用域,报文类型,CAN ID,方向,周期,分类,Byte,Bit,信号名,说明
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B0,b6-b7,按键4,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B1,b0-b1,按键5,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B1,b2-b3,按键6,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B1,b4-b5,按键7,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B1,b6-b7,按键8,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B2,b0-b1,按键9,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B2,b2-b3,按键10,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B2,b4-b5,按键11,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B2,b6-b7,按键12,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B3,b0-b1,按键13,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B3,b2-b3,按键14,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B3,b4-b5,按键15,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B3,b6-b7,按键16,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左手柄,手柄按键数据,0x1C0,发送至整车控制PCB,50ms,左手柄按键,B0,b0,PB1,
右操作台数据,CAN2(右操作台链),右操作台-左手柄,手柄按键数据,0x1C0,发送至整车控制PCB,50ms,左手柄按键,B0,b1,PB2,
右操作台数据,CAN2(右操作台链),右操作台-左手柄,手柄按键数据,0x1C0,发送至整车控制PCB,50ms,左手柄按键,B0,b2,PB3,
右操作台数据,CAN2(右操作台链),右操作台-左手柄,手柄按键数据,0x1C0,发送至整车控制PCB,50ms,左手柄按键,B0,b3,PB4,
右操作台数据,CAN2(右操作台链),右操作台-左手柄,手柄数据,0x2C0,发送至整车控制PCB,50ms,左手柄坐标,B0-B1,,X,16bit
右操作台数据,CAN2(右操作台链),右操作台-左手柄,手柄数据,0x2C0,发送至整车控制PCB,50ms,左手柄坐标,B2-B3,,Y,16bit
右操作台数据,CAN2(右操作台链),右操作台-左手柄,手柄数据,0x2C0,发送至整车控制PCB,50ms,左手柄坐标,B4-B5,,Z,16bit
右操作台数据,CAN2(右操作台链),右操作台-右手柄,手柄按键数据,0x1C2,发送至整车控制PCB,50ms,右手柄按键,B0,b0,PB1,
右操作台数据,CAN2(右操作台链),右操作台-右手柄,手柄按键数据,0x1C2,发送至整车控制PCB,50ms,右手柄按键,B0,b1,PB2,
右操作台数据,CAN2(右操作台链),右操作台-右手柄,手柄按键数据,0x1C2,发送至整车控制PCB,50ms,右手柄按键,B0,b2,PB3,
右操作台数据,CAN2(右操作台链),右操作台-右手柄,手柄按键数据,0x1C2,发送至整车控制PCB,50ms,右手柄按键,B0,b3,PB4,
右操作台数据,CAN2(右操作台链),右操作台-右手柄,手柄数据,0x2C2,发送至整车控制PCB,50ms,右手柄坐标,B0-B1,,X,16bit
右操作台数据,CAN2(右操作台链),右操作台-右手柄,手柄数据,0x2C2,发送至整车控制PCB,50ms,右手柄坐标,B2-B3,,Y,16bit
右操作台数据,CAN2(右操作台链),右操作台-右手柄,手柄数据,0x2C2,发送至整车控制PCB,50ms,右手柄坐标,B4-B5,,Z,16bit
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B0,b0-b1,按键1,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B0,b2-b3,按键2,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B0,b4-b5,按键3,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B0,b6-b7,按键4,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B1,b0-b1,按键5,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B1,b2-b3,按键6,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B1,b4-b5,按键7,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B1,b6-b7,按键8,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B2,b0-b1,按键9,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B2,b2-b3,按键10,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B2,b4-b5,按键11,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B2,b6-b7,按键12,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B3,b0-b1,按键13,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B3,b2-b3,按键14,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B3,b4-b5,按键15,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E5,经整车控制PCB发送至CAN1,100ms,按键板输入,B3,b6-b7,按键16,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B0,b0-b1,按键1,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B0,b2-b3,按键2,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B0,b4-b5,按键3,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B0,b6-b7,按键4,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B1,b0-b1,按键5,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B1,b2-b3,按键6,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B1,b4-b5,按键7,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B1,b6-b7,按键8,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B2,b0-b1,按键9,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B2,b2-b3,按键10,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B2,b4-b5,按键11,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B2,b6-b7,按键12,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B3,b0-b1,按键13,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B3,b2-b3,按键14,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B3,b4-b5,按键15,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E6,经整车控制PCB发送至CAN1,100ms,按键板输入,B3,b6-b7,按键16,2bit 按键状态
整车控制PCB,CAN1(右操作台链),右操作台-左手柄,手柄按键数据,0x1C3,经整车控制PCB发送至CAN1,50ms,左手柄按键,B0,b0,PB1,
整车控制PCB,CAN1(右操作台链),右操作台-左手柄,手柄按键数据,0x1C3,经整车控制PCB发送至CAN1,50ms,左手柄按键,B0,b1,PB2,
整车控制PCB,CAN1(右操作台链),右操作台-左手柄,手柄按键数据,0x1C3,经整车控制PCB发送至CAN1,50ms,左手柄按键,B0,b2,PB3,
整车控制PCB,CAN1(右操作台链),右操作台-左手柄,手柄按键数据,0x1C3,经整车控制PCB发送至CAN1,50ms,左手柄按键,B0,b3,PB4,
整车控制PCB,CAN1(右操作台链),右操作台-左手柄,手柄数据,0x2C3,经整车控制PCB发送至CAN1,50ms,左手柄坐标,B0-B1,,X,16bit
整车控制PCB,CAN1(右操作台链),右操作台-左手柄,手柄数据,0x2C3,经整车控制PCB发送至CAN1,50ms,左手柄坐标,B2-B3,,Y,16bit
整车控制PCB,CAN1(右操作台链),右操作台-左手柄,手柄数据,0x2C3,经整车控制PCB发送至CAN1,50ms,左手柄坐标,B4-B5,,Z,16bit
整车控制PCB,CAN1(右操作台链),右操作台-右手柄,手柄按键数据,0x1C5,经整车控制PCB发送至CAN1,50ms,右手柄按键,B0,b0,PB1,
整车控制PCB,CAN1(右操作台链),右操作台-右手柄,手柄按键数据,0x1C5,经整车控制PCB发送至CAN1,50ms,右手柄按键,B0,b1,PB2,
整车控制PCB,CAN1(右操作台链),右操作台-右手柄,手柄按键数据,0x1C5,经整车控制PCB发送至CAN1,50ms,右手柄按键,B0,b2,PB3,
整车控制PCB,CAN1(右操作台链),右操作台-右手柄,手柄按键数据,0x1C5,经整车控制PCB发送至CAN1,50ms,右手柄按键,B0,b3,PB4,
整车控制PCB,CAN1(右操作台链),右操作台-右手柄,手柄数据,0x2C5,经整车控制PCB发送至CAN1,50ms,右手柄坐标,B0-B1,,X,16bit
整车控制PCB,CAN1(右操作台链),右操作台-右手柄,手柄数据,0x2C5,经整车控制PCB发送至CAN1,50ms,右手柄坐标,B2-B3,,Y,16bit
整车控制PCB,CAN1(右操作台链),右操作台-右手柄,手柄数据,0x2C5,经整车控制PCB发送至CAN1,50ms,右手柄坐标,B4-B5,,Z,16bit
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x71,接收电脑,逐帧发送,凿岩参数设置,B0-B1,,左臂钻孔深度设定,单位mm
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x71,接收电脑,逐帧发送,凿岩参数设置,B2-B3,,左臂领孔孔深,单位mm
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x71,接收电脑,逐帧发送,凿岩参数设置,B4,,左臂1级防卡钎压力,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x71,接收电脑,逐帧发送,凿岩参数设置,B5,,左臂2级防卡钎压力,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x71,接收电脑,逐帧发送,凿岩参数设置,B6,,左臂防空打高压力设定,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x72,接收电脑,逐帧发送,凿岩参数设置,B0,,左臂润滑打开时间,单位s
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x72,接收电脑,逐帧发送,凿岩参数设置,B1,,左臂润滑关闭时间,单位s
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x72,接收电脑,逐帧发送,凿岩参数设置,B2,,左臂顶岩面压力设定,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x72,接收电脑,逐帧发送,凿岩参数设置,B3-B4,,左臂防卡钎延时,单位ms
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x73,接收电脑,逐帧发送,凿岩参数设置,B0,,左臂领孔_回转压力,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x73,接收电脑,逐帧发送,凿岩参数设置,B1,,左臂领孔_推进压力,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x73,接收电脑,逐帧发送,凿岩参数设置,B2,,左臂领孔_冲击压力,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x73,接收电脑,逐帧发送,凿岩参数设置,B3,,左臂领孔_推进速度,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x73,接收电脑,逐帧发送,凿岩参数设置,B4,,左臂领孔_旋转速度,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x73,接收电脑,逐帧发送,凿岩参数设置,B5,,左臂钻孔_回转压力,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x73,接收电脑,逐帧发送,凿岩参数设置,B6,,左臂钻孔_推进压力,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x73,接收电脑,逐帧发送,凿岩参数设置,B7,,左臂钻孔_冲击压力,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x74,接收电脑,逐帧发送,凿岩参数设置,B0,,左臂钻孔_推进速度,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x74,接收电脑,逐帧发送,凿岩参数设置,B1,,左臂钻孔_旋转速度,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x74,接收电脑,逐帧发送,凿岩参数设置,B2,,左臂大孔_回转压力,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x74,接收电脑,逐帧发送,凿岩参数设置,B3,,左臂大孔_推进压力,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x74,接收电脑,逐帧发送,凿岩参数设置,B4,,左臂大孔_冲击压力,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x74,接收电脑,逐帧发送,凿岩参数设置,B5,,左臂大孔_推进速度,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x74,接收电脑,逐帧发送,凿岩参数设置,B6,,左臂大孔_旋转速度,单位bar
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x75,接收电脑,逐帧发送,臂架动作最大最小电流,B0-B1,,左臂大三角左伸最小电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x75,接收电脑,逐帧发送,臂架动作最大最小电流,B2-B3,,左臂大三角右伸最小电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x75,接收电脑,逐帧发送,臂架动作最大最小电流,B4-B5,,左臂大三角左伸最大电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x75,接收电脑,逐帧发送,臂架动作最大最小电流,B6-B7,,左臂大三角右伸最大电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x76,接收电脑,逐帧发送,臂架动作最大最小电流,B0-B1,,左臂大三角左缩最小电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x76,接收电脑,逐帧发送,臂架动作最大最小电流,B2-B3,,左臂大三角右缩最小电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x76,接收电脑,逐帧发送,臂架动作最大最小电流,B4-B5,,左臂大三角左缩最大电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x76,接收电脑,逐帧发送,臂架动作最大最小电流,B6-B7,,左臂大三角右缩最大电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x77,接收电脑,逐帧发送,臂架动作最大最小电流,B0-B1,,左臂大臂伸最小电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x77,接收电脑,逐帧发送,臂架动作最大最小电流,B2-B3,,左臂大臂伸最大电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x77,接收电脑,逐帧发送,臂架动作最大最小电流,B4-B5,,左臂大臂缩最小电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x77,接收电脑,逐帧发送,臂架动作最大最小电流,B6-B7,,左臂大臂缩最大电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x78,接收电脑,逐帧发送,臂架动作最大最小电流,B0-B1,,左臂推进梁左旋最小电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x78,接收电脑,逐帧发送,臂架动作最大最小电流,B2-B3,,左臂推进梁左旋最大电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x78,接收电脑,逐帧发送,臂架动作最大最小电流,B4-B5,,左臂推进梁右旋最小电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x78,接收电脑,逐帧发送,臂架动作最大最小电流,B6-B7,,左臂推进梁右旋最大电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x79,接收电脑,逐帧发送,臂架动作最大最小电流,B0-B1,,左臂推进梁仰最小电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x79,接收电脑,逐帧发送,臂架动作最大最小电流,B2-B3,,左臂推进梁仰最大电流设定,
整车控制PCB,CAN1(执行器),左臂,三臂专属,0x79,接收电脑,逐帧发送,臂架动作最大最小电流,B4-B5,,左臂推进梁俯最小电流设定,
